Resource Title,Resource URL,Publisher,Country,,Description,First L2 Tag,Second L2 Tag,Third L2 Tag,Vetter,Reviewed?,L2 Tagger,Technical (Y/N),Notes
Vắc-xin COVID-19 trong khi đang mang thai hoặc nuôi con bằng ...,https://vietnamese.cdc.gov/coronavirus/2019-ncov/vaccines/recommendations/pregnancy.html,vietnamese.cdc.gov,Unknown,"6/8/2021, 5:00:00 PM","3 ngày trước ... Vắc-xin ngừa COVID-19 của Johnson & Johnson's Janssen: Trung Tâm Kiểm 
Soát và Phòng Ngừa Dịch Bệnh (CDC) và Cơ Quan Quản Lý Thực Phẩm và 
Dược ...",,,,Bot,,,,
Người cao tuổi và COVID-19 | CDC,https://vietnamese.cdc.gov/coronavirus/2019-ncov/need-extra-precautions/older-adults.html,vietnamese.cdc.gov,Unknown,"2/10/2020, 4:00:00 PM","3 ngày trước ... Người cao tuổi có nguy cơ mắc bệnh nghiêm trọng cao hơn vì COVID-19. Thực 
hiện các bước bảo vệ người cao tuổi trong khi xảy ra đại dịch COVID-19.",,,,Bot,,,,
COVID-19 Vaccines PSA: Safety – Cody 15 seconds - YouTube,https://tools.cdc.gov/api/embed/downloader/download.asp?m=407677&c=423481,tools.cdc.gov,Unknown,,"2 days ago ... COVID-19 vaccines are safe and effective. Millions of people in the United States 
have received COVID-19 vaccines, and these vaccines have undergone the ...",,,,Bot,,,,
고령자와 COVID-19 | CDC,https://korean.cdc.gov/coronavirus/2019-ncov/need-extra-precautions/older-adults.html,korean.cdc.gov,Unknown,"2/10/2020, 4:00:00 PM","3일 전 ... 고령자는 COVID-19 중증 질환 고위험군에 속합니다. COVID-19 팬데믹 상황에서 
고령자를 보호하기 위한 조치를 취하세요.",,,,Bot,,,,
Adultos mayores y COVID-19 | CDC,https://espanol.cdc.gov/coronavirus/2019-ncov/need-extra-precautions/older-adults.html,espanol.cdc.gov,Unknown,"2/10/2020, 4:00:00 PM","Hace 3 días ... Los adultos mayores tienen un mayor riesgo de enfermarse gravemente a causa 
del COVID-19. Tome medidas para proteger a los adultos mayores durante la ...",,,,Bot,,,,
Demographic characteristics of people receiving COVID-19 ...,https://stacks.cdc.gov/view/cdc/106940,stacks.cdc.gov,Unknown,Invalid Date,"3 days ago ... Demographic characteristics of people receiving COVID-19 vaccinations in the 
United States. Published Date: June 9, 2021. Series: CDC COVID Data Tracker.",,,,Bot,,,,
孕妇或母乳喂养人群的COVID-19疫苗,https://chinese.cdc.gov/coronavirus/2019-ncov/vaccines/recommendations/pregnancy.html,chinese.cdc.gov,Unknown,"6/8/2021, 5:00:00 PM","3 days ago ... 怀孕或母乳喂养| 哺乳的女性可接种COVID-19疫苗，但该决策需要考虑很多注意
事项。",,,,Bot,,,,
COVID-19 & Antibiotic Resistance | CDC,https://www.cdc.gov/drugresistance/covid19.html,CDC,US,"6/7/2021, 9:12:05 PM","4 days ago ... In contrast, hospitalized patients with influenza-like illness more often got 
secondary bacterial or fungal infections while in the community (called 
community-onset ...",,,,Bot,,,,
노숙인 지원 서비스 제공자를 위한 코로나바이러스 감염증 2019 ...,https://korean.cdc.gov/coronavirus/2019-ncov/community/homeless-shelters/plan-prepare-respond.html,korean.cdc.gov,Unknown,"2/10/2020, 4:00:00 PM","4일 전 ... 대학에서 학생, 교수진, 교직원을 COVID-19로부터 보호하는 데 도움이 되는 동영상, 
소셜 미디어, PSA, 인쇄물, 웹 자료, 체크리스트, FAQ.",,,,Bot,,,,
교도소 및 구금시설 관련 COVID-19 자료 목록 | CDC,https://korean.cdc.gov/coronavirus/2019-ncov/community/list-covid-19-resources-for-correctional-and-detention-facilities.html,korean.cdc.gov,Unknown,"2/10/2020, 4:00:00 PM","4일 전 ... 다양한 유형의 물건 표면과 구역을 청소 및 소독할 때(매일 및 증상자 발생 시), 
그리고 환기 상태를 평가 및 개선할 때. 확인 링크. 청소, 소독 및 환기 지침. 자료.",,,,Bot,,,,
COVID-19 Vaccines PSA: Safety – Emma 15 seconds - YouTube,https://tools.cdc.gov/api/embed/downloader/download.asp?m=407677&c=423441,tools.cdc.gov,Unknown,,"4 days ago ... COVID-19 vaccines are safe and effective. Millions of people in the United States 
have received COVID-19 vaccines, and these vaccines have undergone the ...",,,,Bot,,,,
Bộ công cụ du lịch đường bộ dành cho các đối tác vận tải | CDC,https://vietnamese.cdc.gov/coronavirus/2019-ncov/travelers/transportation-toolkit.html,vietnamese.cdc.gov,Unknown,"2/10/2020, 4:00:00 PM","5 ngày trước ... * Quý vị có thể thêm câu khẩu hiệu/hashtag vào dòng thứ 1 hoặc dòng cuối cùng 
của mỗi thông điệp: Chặn đứng COVID-19, #COVID19, Chặn đứng vi-rút Corona
 ...",,,,Bot,,,,
Travel Health Notices - COVID-19 in Afghanistan,https://wwwnc.cdc.gov/travel/notices/covid-4/coronavirus-afghanistan,wwwnc.cdc.gov,Unknown,,"5 days ago ... Avoid travel to Afghanistan. Because the current situation in Afghanistan is 
unknown, even fully vaccinated travelers may be at risk for getting and spreading
 ...",,,,Bot,,,,
Key Information for Travelers to Afghanistan - COVID-19 Notices,https://wwwnc.cdc.gov/travel/notices/covid-unknown/coronavirus-afghanistan,wwwnc.cdc.gov,Unknown,,"4 days ago ... Avoid travel to Afghanistan. Because the current situation in Afghanistan is 
unknown, even fully vaccinated travelers may be at risk for getting and spreading
 ...",,,,Bot,,,,
Guía interina para la realización de pruebas de detección del SARS ...,https://espanol.cdc.gov/coronavirus/2019-ncov/community/correction-detention/testing.html,espanol.cdc.gov,Unknown,"2/10/2020, 4:00:00 PM","Hace 5 días ... Los CDC ofrecen consideraciones para que las instituciones correccionales y de 
detención puedan planificar, prepararse y responder al COVID-19. Lea más ...",,,,Bot,,,,
COVID-19 Impact and SARS-CoV-2 Viral Lifecycle,https://cdn.pfizer.com/pfizercom/2021-06/2021%20HOS%20L%20COVID-19%20Impact%20and%20SARS-CoV-2%20Viral%20Lifecycle.pdf?OG5788BC2QY0rrNgjPvHc3jYrnLUPqwO,cdn.pfizer.com,Unknown,,"2 days ago ... Pfizer Announces an Independent Medical Education Grant RFP. COVID-19 
Impact and SARS-CoV-2 Viral Lifecycle. Competitive Grant Program - internal 
Pfizer ...",,,,Bot,,,,
"Statement on Myocarditis and Pericarditis | Moderna, Inc.",https://investors.modernatx.com/news-releases/news-release-details/statement-myocarditis-and-pericarditis,investors.modernatx.com,Unknown,,"1 day ago ... Moderna is aware of reports of myocarditis and/or pericarditis following 
administration of mRNA vaccines against COVID-19, including data presented by 
the ...",,,,Bot,,,,
"Supplier Engagement | Moderna, Inc.",https://www.modernatx.com/about-us/supplier-engagement,www.modernatx.com,Unknown,,"2 days ago ... Moderna's Mission: Deliver on the promise of mRNA science to create a new 
generation of transformative medicines for patients. mRNA Technology · COVID-
19 ...",,,,Bot,,,,
"0001127602-21-019515 | 4 | Moderna, Inc.",https://investors.modernatx.com/sec-filings/sec-filing/4/0001127602-21-019515/,investors.modernatx.com,Unknown,,"3 days ago ... Statement of changes in beneficial ownership of securities. Filing Group. 3,4,5. 
Company. Moderna, Inc. Issuer. Moderna, Inc. Filer. Andres Juan ...",,,,Bot,,,,
Crear una cuenta en v-safe | CDC,https://espanol.cdc.gov/coronavirus/2019-ncov/vaccines/safety/register-for-v-safe.html,espanol.cdc.gov,Unknown,"2/10/2020, 4:00:00 PM","Hace 17 horas ... Necesitará su smartphone e información acerca de la vacuna contra el COVID-
19 que recibió. Puede encontrar esta información en la tarjeta de registro de ...",,,,Bot,,,,
What Bus Transit Operators Need to Know about COVID-19 | CDC,https://www.cdc.gov/coronavirus/2019-ncov/community/organizations/bus-transit-employees.html,CDC,US,"2/10/2020, 4:00:00 PM","1 day ago ... This factsheet provides information to help bus transit employees prevent 
exposure to COVID-19 while working.",,,,Bot,,,,
Folleto de Protocolo del COVID-19,https://www.cdc.gov/nchs/data/nhanes/participant/COVID-19-SafetyFlyer_Span.pdf,CDC,US,,"Hace 1 día ... La pandemia de coronavirus (COVID-19) continúa presentando desafíos para la 
comunidad, a la vez que también nos afecta a todos personalmente.",,,,Bot,,,,
Enroll your Dependent in v-safe | CDC,https://espanol.cdc.gov/coronavirus/2019-ncov/vaccines/safety/v-safe-register-dependents.html,espanol.cdc.gov,Unknown,"2/10/2020, 4:00:00 PM","Hace 17 horas ... You will need your smartphone and information about the COVID-19 vaccine 
your dependent received. This information can be found on the vaccination 
record ...",,,,Bot,,,,
How to Protect Yourself & Others | CDC,https://www.cdc.gov/coronavirus/2019-ncov/prevent-getting-sick/prevention.html,CDC,US,"6/10/2021, 5:00:00 PM","2 days ago ... Know how coronavirus (COVID-19) spreads and take steps to protect yourself 
and others. Avoid close contact, clean your hands often, cover coughs and ...",,,,Bot,,,,
Communication Resources for COVID-19 Vaccines | CDC,https://www.cdc.gov/coronavirus/2019-ncov/vaccines/resource-center.html,CDC,US,"2/10/2020, 4:00:00 PM","3 days ago ... COVID-19 vaccines communciation resources including print resources, graphics
, social media, web widgets, and other communication tools.",,,,Bot,,,,
何时不应旅行：避免COVID-19传播| CDC,https://chinese.cdc.gov/coronavirus/2019-ncov/travelers/when-to-delay-travel.html,chinese.cdc.gov,Unknown,"2/10/2020, 4:00:00 PM","3 days ago ... 过去3个月内曾患COVID-19且已康复或全剂量接种疫苗的人如果没有出现COVID-
19的症状，则无需自我检疫隔离，并可以在接触后旅行。 对于已知或可能感染
COVID ...",,,,Bot,,,,
Domestic travel during COVID-19,https://stacks.cdc.gov/view/cdc/107011,stacks.cdc.gov,Unknown,"6/10/2021, 12:00:00 AM","3 dni temu ... Domestic travel during COVID-19. Published Date: June 10, 2021. Language: 
English. Viewer; Details; Supporting Files; Related Documents. Export Citations.",,,,Bot,,,,
Personas embarazadas o que han estado embarazadas ...,https://espanol.cdc.gov/coronavirus/2019-ncov/need-extra-precautions/pregnant-people.html,espanol.cdc.gov,Unknown,"2/10/2020, 4:00:00 PM","Hace 3 días ... Personas embarazadas. Mayor riesgo de enfermarse gravemente a causa del 
COVID-19. Actualizado el 10 de junio del 2021.",,,,Bot,,,,
Cuándo NO viajar: evite propagar el COVID-19 | CDC,https://espanol.cdc.gov/coronavirus/2019-ncov/travelers/when-to-delay-travel.html,espanol.cdc.gov,Unknown,"2/10/2020, 4:00:00 PM","Hace 3 días ... Si no está totalmente vacunado y debe viajar, siga las recomendaciones de los 
CDC para personas no vacunadas que realizarán viajes internacionales o ...",,,,Bot,,,,
When NOT to Travel: Avoid Spreading COVID-19 | CDC,https://www.cdc.gov/coronavirus/2019-ncov/travelers/when-to-delay-travel.html,CDC,US,"2/10/2020, 4:00:00 PM","3 days ago ... People who are sick with symptoms of COVID-19, have recently tested positive 
for the virus that causes COVID-19, or have been exposed to a person with 
COVID- ...",,,,Bot,,,,
Table - COVID-19 Outbreak on a Passenger Ship and Assessment ...,https://wwwnc.cdc.gov/eid/article/27/7/21-0398-t1,wwwnc.cdc.gov,Unknown,,"4 days ago ... Author affiliations: Hellenic National Public Health Organization, Athens, Greece (
S. Hatzianastasiou, A. Pavli, M. Tseroni, S. Sapounas, G. Panagiotakopoulos); ...",,,,Bot,,,,
Johnson & Johnson Statement on Supply of its Single-shot COVID ...,https://www.jnj.com/johnson-johnson-statement-on-supply-of-its-single-shot-covid-19-vaccine,www.jnj.com,Unknown,,"2 days ago ... New Brunswick, N.J., June 11, 2021 – Johnson & Johnson confirms the United 
States Food & Drug Administration (FDA) has authorized two batches of drug ...",,,,Bot,,,,
"0001127602-21-019713 | 4 | Moderna, Inc.",https://investors.modernatx.com/sec-filings/sec-filing/4/0001127602-21-019713,investors.modernatx.com,Unknown,,"3 days ago ... Statement of changes in beneficial ownership of securities. Filing Group. 3,4,5. 
Company. Moderna, Inc. Issuer. Moderna, Inc. Filer. Andres Juan ...",,,,Bot,,,,
COVID-19 : Une tâche gigantesque pour les agences de santé ...,https://www.nature.com/articles/d44148-021-00047-8,Nature,General,"6/12/2021, 5:00:00 PM","il y a 15 heures ... Lancé en juillet 2017, le travail des Centres africains de contrôle et de prévention 
des maladies (Africa CDC) a commencé par la lutte contre la maladie à virus ...",,,,Bot,,,,
Large variation in anti-SARS-CoV-2 antibody prevalence among ...,https://www.nature.com/articles/s41467-021-23796-4,Nature,General,"6/7/2021, 5:00:00 PM","5 days ago ... Here, we present results from our SEROCoV-WORK + study, a serosurvey of 
workers recruited after the first wave of the COVID-19 pandemic in Geneva, ...",,,,Bot,,,,
Chilblains-like Nonischemic Eruption During the COVID-19 ...,https://jamanetwork.com/journals/jamanetworkopen/fullarticle/2780867,JAMA,US,"6/1/2021, 12:00:00 AM","4 days ago ... COVID-19 has affected the entire world in many ways, and cutaneous eruptions 
during the illness are being reported extensively. At the beginning of the ...",,,,Bot,,,,
v-safe注册| CDC,https://chinese.cdc.gov/coronavirus/2019-ncov/vaccines/safety/register-for-v-safe.html,chinese.cdc.gov,Unknown,"2/10/2020, 4:00:00 PM","1 day ago ... 您需要智能手机以及您接种的COVID-19疫苗相关信息。此信息可以在接种疫苗时收
到的接种记录卡上找到；如果找不到记录卡，请联系您的医疗服务提供者。",,,,Bot,,,,
COVID-19 Print Resources,https://www.cdc.gov/coronavirus/2019-ncov/communication/print-resources.html,CDC,US,"2/10/2020, 4:00:00 PM","1 day ago ... The following print-only materials are developed to support COVID-19 
recommendations. All materials are free for download. They may be printed on a
 ...",,,,Bot,,,,
NHSN COVID-19 Teraherapeutics Pathway Training,https://www.cdc.gov/nhsn/pdfs/covid19/ltcf/therapeutic-training-508.pdf,CDC,US,,"2 days ago ... Report in the pathway once during the reporting week. ▫ Report only NEW 
counts since the last time counts were collected for reporting to NHSN. ▫ Enter a 
0 ...",,,,Bot,,,,
Complete a v-safe Check-In | CDC,https://www.cdc.gov/coronavirus/2019-ncov/vaccines/safety/v-safe-check-in.html,CDC,US,"2/10/2020, 4:00:00 PM","2 days ago ... When you receive a v-safe check-in text message on your smartphone, click the 
link when you're ready. Remember: Links to v-safe daily surveys expire at 11:59 ...",,,,Bot,,,,
COVID-19: Airline Customer Service Representatives and Gate ...,https://www.cdc.gov/coronavirus/2019-ncov/community/airport-customer-factsheet.html,CDC,US,"2/10/2020, 4:00:00 PM","3 days ago ... Symptoms often include a fever, cough or shortness of breath. Our understanding 
of how the virus spreads is evolving as we learn more about it, so check the CDC
 ...",,,,Bot,,,,
Tôi Có Thể Tiêm Vắc-xin COVID-19 Bằng Cách Nào,https://vietnamese.cdc.gov/coronavirus/2019-ncov/vaccines/How-Do-I-Get-a-COVID-19-Vaccine.html,vietnamese.cdc.gov,Unknown,"2/10/2020, 4:00:00 PM","3 ngày trước ... Find a COVID-19 Vaccine: Search vaccines.gov, text your ZIP code to 438829, or 
call 1-800-232-0233 to find locations near you in the U.S.. There are several ...",,,,Bot,,,,
Cómo protegerse y proteger a los demás | CDC,https://espanol.cdc.gov/coronavirus/2019-ncov/prevent-getting-sick/prevention.html,espanol.cdc.gov,Unknown,"6/10/2021, 5:00:00 PM","Hace 3 días ... Sepa cómo se propaga el coronavirus (COVID-19) y tome medidas para 
protegerse y proteger a los demás. Evite el contacto cercano, lávese las manos 
con ...",,,,Bot,,,,
"Detection, Burden, and Impact Risk of SARS-CoV-2 Reinfection",https://www.cdc.gov/library/covid19/pdf/public_pdfs/2021-06-11-Science-Update-public_Final.pdf,CDC,US,,"2 days ago ... o Was needed to boost antibody responses in SARS-CoV-2 naïve healthcare 
workers (HCW). (Figure). o Did not further boost antibody responses in COVID-19
- ...",,,,Bot,,,,
What Transit Station Workers Need to Know about COVID-19 | CDC,https://www.cdc.gov/coronavirus/2019-ncov/community/organizations/transit-station-employees.html,CDC,US,"2/10/2020, 4:00:00 PM","3 days ago ... This factsheet provides information to help transit station workers to prevent 
exposure to COVID-19 at their workplace.",,,,Bot,,,,
